,Unnamed: 0,doc_id,sent_id,verb_id,verb,check_verb,main_verb,lemma_verb,cluster_title
72,34,3,4,10,identified,"[(9148364968459358513, 0, 1)]",identified,identify,receive
73,34,3,4,17,following,"[(9148364968459358513, 0, 1)]",following,follow,follow
74,35,3,5,1,evaluated,"[(9148364968459358513, 0, 1)]",evaluated,evaluate,evaluate
75,35,3,5,42,outlined,"[(9148364968459358513, 0, 1)]",outlined,outline,describe
76,36,3,6,11,are reported,"[(9148364968459358513, 1, 2)]",reported,report,report
77,37,3,7,3,compared,"[(9148364968459358513, 0, 1)]",compared,compare,compare
78,37,3,7,10,needed,"[(9148364968459358513, 0, 1)]",needed,need,need
79,37,3,7,18,did,"[(9148364968459358513, 0, 1)]",did,do,do
80,38,3,8,3,was used,"[(9148364968459358513, 1, 2)]",used,use,use
81,39,3,9,11,was used,"[(9148364968459358513, 1, 2)]",used,use,use
82,40,3,10,5,was used,"[(9148364968459358513, 1, 2)]",used,use,use
83,40,3,10,8,associate,"[(9148364968459358513, 0, 1)]",associate,associate,associate
84,41,3,11,4,included,"[(9148364968459358513, 0, 1)]",included,include,include
85,41,3,11,11,including,"[(9148364968459358513, 0, 1)]",including,include,include
86,41,3,11,43,m,"[(9148364968459358513, 0, 1)]",m,m,
87,41,3,11,184,range,"[(9148364968459358513, 0, 1)]",range,range,range
88,41,3,11,243,had,"[(9148364968459358513, 0, 1)]",had,have,
89,41,3,11,250,needed,"[(9148364968459358513, 0, 1)]",needed,need,need
90,41,3,11,255,required,"[(9148364968459358513, 0, 1)]",required,require,need
91,42,3,12,41,remained,"[(9148364968459358513, 0, 1)]",remained,remain,induce
92,42,3,12,50,using,"[(9148364968459358513, 0, 1)]",using,use,use
93,42,3,12,70,developed,"[(9148364968459358513, 0, 1)]",developed,develop,develop
94,42,3,12,73,induced,"[(9148364968459358513, 0, 1)]",induced,induce,induce
95,42,3,12,76,hit,"[(9148364968459358513, 0, 1)]",hit,hit,make
96,43,3,13,2,had developed,"[(9148364968459358513, 1, 2)]",developed,develop,develop
97,43,3,13,9,prevent,"[(9148364968459358513, 0, 1)]",prevent,prevent,prevent
98,44,3,14,0,excluding,"[(9148364968459358513, 0, 1)]",excluding,exclude,exclude
99,44,3,14,18,had,"[(9148364968459358513, 0, 1)]",had,have,
100,45,3,15,2,had,"[(9148364968459358513, 0, 1)]",had,have,
101,45,3,15,10,had,"[(9148364968459358513, 0, 1)]",had,have,
102,46,3,16,9,died is compared,"[(9148364968459358513, 0, 1), (9148364968459358513, 2, 3)]",compared,compare,compare
103,46,3,16,3,needing,"[(9148364968459358513, 0, 1)]",needing,need,need
104,46,3,16,15,did,"[(9148364968459358513, 0, 1)]",did,do,do
105,46,3,16,19,had,"[(9148364968459358513, 0, 1)]",had,have,
106,48,3,18,39,very commonly diagnosed,"[(9148364968459358513, 2, 3)]",diagnosed,diagnose,diagnose
107,48,3,18,6,died,"[(9148364968459358513, 0, 1)]",died,die,die
108,48,3,18,18,indicate,"[(9148364968459358513, 0, 1)]",indicate,indicate,indicate
109,49,3,19,28,significantly improved,"[(9148364968459358513, 1, 2)]",improved,improve,improve
110,49,3,19,0,compared,"[(9148364968459358513, 0, 1)]",compared,compare,compare
111,50,3,20,17,also predicted,"[(9148364968459358513, 1, 2)]",predicted,predict,predict
112,50,3,20,2,established,"[(9148364968459358513, 0, 1)]",established,establish,establish
113,51,3,21,2,presented,"[(9148364968459358513, 0, 1)]",presented,present,induce
114,53,4,0,5,advocate,"[(9148364968459358513, 0, 1)]",advocate,advocate,recommend
115,53,4,0,12,including,"[(9148364968459358513, 0, 1)]",including,include,include
116,54,4,1,12,eagerly awaited,"[(9148364968459358513, 1, 2)]",awaited,await,await
117,54,4,1,24,get vaccinated,"[(9148364968459358513, 1, 2)]",vaccinated,vaccinate,vaccinate
118,55,4,2,15,analyze,"[(9148364968459358513, 0, 1)]",analyze,analyze,test
119,55,4,2,19,receive,"[(9148364968459358513, 0, 1)]",receive,receive,receive
120,56,4,3,20,were used,"[(9148364968459358513, 1, 2)]",used,use,use
121,56,4,3,29,get vaccinated,"[(9148364968459358513, 1, 2)]",vaccinated,vaccinate,vaccinate
122,56,4,3,23,evaluate,"[(9148364968459358513, 0, 1)]",evaluate,evaluate,evaluate
123,57,4,4,13,selected,"[(9148364968459358513, 0, 1)]",selected,select,select
124,57,4,4,19,plan,"[(9148364968459358513, 0, 1)]",plan,plan,design
125,57,4,4,21,get,"[(9148364968459358513, 0, 1)]",get,get,induce
126,57,4,4,32,get,"[(9148364968459358513, 0, 1)]",get,get,induce
127,58,4,5,14,had been diagnosed,"[(9148364968459358513, 2, 3)]",diagnosed,diagnose,diagnose
128,59,4,6,2,were analyzed,"[(9148364968459358513, 1, 2)]",analyzed,analyze,test
129,59,4,6,33,get vaccinated,"[(9148364968459358513, 1, 2)]",vaccinated,vaccinate,vaccinate
130,59,4,6,5,determine,"[(9148364968459358513, 0, 1)]",determine,determine,observe
131,59,4,6,11,including,"[(9148364968459358513, 0, 1)]",including,include,include
132,59,4,6,28,affected,"[(9148364968459358513, 0, 1)]",affected,affect,affect
133,59,4,6,30,reported,"[(9148364968459358513, 0, 1)]",reported,report,report
134,60,4,7,8,indicated,"[(9148364968459358513, 0, 1)]",indicated,indicate,indicate
135,60,4,7,11,get,"[(9148364968459358513, 0, 1)]",get,get,induce
136,60,4,7,21,reported,"[(9148364968459358513, 0, 1)]",reported,report,report
137,61,4,8,25,reported,"[(9148364968459358513, 0, 1)]",reported,report,report
138,62,4,9,7,elapsed,"[(9148364968459358513, 0, 1)]",elapsed,elapse,elapse
139,63,4,10,43,substantially increased,"[(9148364968459358513, 1, 2)]",increased,increase,increase
140,63,4,10,15,increased,"[(9148364968459358513, 0, 1)]",increased,increase,increase
141,65,4,12,27,get vaccinated,"[(9148364968459358513, 1, 2)]",vaccinated,vaccinate,vaccinate
142,65,4,12,23,reported,"[(9148364968459358513, 0, 1)]",reported,report,report
143,66,4,13,1,appeared,"[(9148364968459358513, 0, 1)]",appeared,appear,appear
144,66,4,13,3,depend,"[(9148364968459358513, 0, 1)]",depend,depend,aim
145,66,4,13,15,elapsed,"[(9148364968459358513, 0, 1)]",elapsed,elapse,elapse
146,67,4,14,3,was collected,"[(9148364968459358513, 1, 2)]",collected,collect,collect
147,68,4,15,16,is expected,"[(9148364968459358513, 1, 2)]",expected,expect,induce
148,68,4,15,1,increasing,"[(9148364968459358513, 0, 1)]",increasing,increase,increase
149,68,4,15,19,increase,"[(9148364968459358513, 0, 1)]",increase,increase,increase
150,69,4,16,6,conducting,"[(9148364968459358513, 0, 1)]",conducting,conduct,induce
151,69,4,16,8,follow,"[(9148364968459358513, 0, 1)]",follow,follow,follow
152,70,5,0,4,determined circulating,"[(9148364968459358513, 1, 2)]",circulating,circulate,circulate
153,70,5,0,31,following,"[(9148364968459358513, 0, 1)]",following,follow,follow
154,70,5,0,34,according,"[(9148364968459358513, 0, 1)]",according,accord,match
155,70,5,0,40,boosting,"[(9148364968459358513, 0, 1)]",boosting,boost,boost
156,71,5,1,5,were invited,"[(9148364968459358513, 1, 2)]",invited,invite,invite
157,71,5,1,3,consenting,"[(9148364968459358513, 0, 1)]",consenting,consent,include
158,71,5,1,8,have,"[(9148364968459358513, 0, 1)]",have,have,
159,71,5,1,10,circulating,"[(9148364968459358513, 0, 1)]",circulating,circulate,circulate
160,71,5,1,13,measured,"[(9148364968459358513, 0, 1)]",measured,measure,evaluate
161,72,5,2,6,pcr tested,"[(9148364968459358513, 1, 2)]",tested,test,test
162,72,5,2,3,suspected,"[(9148364968459358513, 0, 1)]",suspected,suspect,suspect
163,73,5,3,1,described,"[(9148364968459358513, 0, 1)]",described,describe,describe
164,73,5,3,4,circulating,"[(9148364968459358513, 0, 1)]",circulating,circulate,circulate
165,73,5,3,16,boosting,"[(9148364968459358513, 0, 1)]",boosting,boost,boost
166,73,5,3,22,compared,"[(9148364968459358513, 0, 1)]",compared,compare,compare
167,73,5,3,24,using,"[(9148364968459358513, 0, 1)]",using,use,use
168,75,5,5,2,gradually decreased,"[(9148364968459358513, 1, 2)]",decreased,decrease,decrease
169,76,5,6,2,previously infected,"[(9148364968459358513, 1, 2)]",infected,infect,infect
170,76,5,6,18,substantially decreased,"[(9148364968459358513, 1, 2)]",decreased,decrease,decrease
171,76,5,6,5,had,"[(9148364968459358513, 0, 1)]",had,have,
172,76,5,6,21,disappeared,"[(9148364968459358513, 0, 1)]",disappeared,disappear,disappear
173,76,5,6,29,boosting,"[(9148364968459358513, 0, 1)]",boosting,boost,boost
174,77,5,7,12,measured,"[(9148364968459358513, 0, 1)]",measured,measure,evaluate
175,77,5,7,20,remained,"[(9148364968459358513, 0, 1)]",remained,remain,induce
176,78,5,8,4,boosted,"[(9148364968459358513, 0, 1)]",boosted,boost,boost
177,78,5,8,10,dose,"[(9148364968459358513, 0, 1)]",dose,dose,dose
178,78,5,8,14,compared,"[(9148364968459358513, 0, 1)]",compared,compare,compare
179,78,5,8,17,boosted,"[(9148364968459358513, 0, 1)]",boosted,boost,boost
180,79,5,9,15,previously infected,"[(9148364968459358513, 1, 2)]",infected,infect,infect
181,79,5,9,3,waned,"[(9148364968459358513, 0, 1)]",waned,wan,wan
182,79,5,9,19,reversed,"[(9148364968459358513, 0, 1)]",reversed,reverse,reverse
183,79,5,9,21,boosting,"[(9148364968459358513, 0, 1)]",boosting,boost,boost
184,80,5,10,4,previously infected,"[(9148364968459358513, 1, 2)]",infected,infect,infect
185,80,5,10,37,also require,"[(9148364968459358513, 1, 2)]",require,require,need
186,80,5,10,28,suggests,"[(9148364968459358513, 0, 1)]",suggests,suggest,induce
187,81,5,11,7,determining,"[(9148364968459358513, 0, 1)]",determining,determine,observe
188,81,5,11,15,clarify,"[(9148364968459358513, 0, 1)]",clarify,clarify,clarify
189,82,6,0,0,hintergrund,"[(9148364968459358513, 0, 1)]",hintergrund,hintergrund,
190,82,6,0,24,die,"[(9148364968459358513, 0, 1)]",die,die,die
191,83,6,1,40,mit,"[(9148364968459358513, 0, 1)]",mit,mit,
192,84,6,2,33,die lipidkomponenten,"[(9148364968459358513, 0, 1), (9148364968459358513, 0, 2), (9148364968459358513, 1, 2)]",lipidkomponenten,lipidkomponenten,
193,84,6,2,0,die,"[(9148364968459358513, 0, 1)]",die,die,die
194,86,6,4,51,webseiten,"[(9148364968459358513, 0, 1)]",webseiten,webseiten,
195,87,6,5,15,m kontext,"[(9148364968459358513, 0, 1), (9148364968459358513, 0, 2), (9148364968459358513, 1, 2)]",kontext,kontext,
196,88,6,6,15,die,"[(9148364968459358513, 0, 1)]",die,die,die
197,89,6,7,0,bei,"[(9148364968459358513, 0, 1)]",bei,bei,
198,89,6,7,7,verabreichten,"[(9148364968459358513, 0, 1)]",verabreichten,verabreichten,
199,89,6,7,27,impfung,"[(9148364968459358513, 0, 1)]",impfung,impfung,
200,94,7,0,24,directly evaluating,"[(9148364968459358513, 1, 2)]",evaluating,evaluate,evaluate
201,94,7,0,30,are lacking,"[(9148364968459358513, 1, 2)]",lacking,lack,lack
202,94,7,0,7,mandates,"[(9148364968459358513, 0, 1)]",mandates,mandate,mandate
203,96,7,2,1,immunizing,"[(9148364968459358513, 0, 1)]",immunizing,immunize,vaccinate
204,96,7,2,12,bearing,"[(9148364968459358513, 0, 1)]",bearing,bear,induce
205,96,7,2,27,developed,"[(9148364968459358513, 0, 1)]",developed,develop,develop
206,96,7,2,43,including,"[(9148364968459358513, 0, 1)]",including,include,include
207,97,7,3,3,neutralizing,"[(9148364968459358513, 0, 1)]",neutralizing,neutralize,neutralize
208,97,7,3,11,depending,"[(9148364968459358513, 0, 1)]",depending,depend,aim
209,97,7,3,14,immunized,"[(9148364968459358513, 0, 1)]",immunized,immunize,vaccinate
210,98,7,4,3,neutralizing,"[(9148364968459358513, 0, 1)]",neutralizing,neutralize,neutralize
211,98,7,4,21,fold,"[(9148364968459358513, 0, 1)]",fold,fold,fold
212,99,7,5,5,were protected,"[(9148364968459358513, 1, 2)]",protected,protect,protect
213,99,7,5,3,immunized,"[(9148364968459358513, 0, 1)]",immunized,immunize,vaccinate
214,99,7,5,16,including,"[(9148364968459358513, 0, 1)]",including,include,include
215,99,7,5,18,exhibiting,"[(9148364968459358513, 0, 1)]",exhibiting,exhibit,show
216,100,7,6,2,provide,"[(9148364968459358513, 0, 1)]",provide,provide,provide
217,101,8,0,4,introduce,"[(9148364968459358513, 0, 1)]",introduce,introduce,introduce
218,101,8,0,11,including,"[(9148364968459358513, 0, 1)]",including,include,include
219,101,8,0,21,find,"[(9148364968459358513, 0, 1)]",find,find,receive
220,102,8,1,11,are found,"[(9148364968459358513, 1, 2)]",found,find,receive
221,102,8,1,7,expected,"[(9148364968459358513, 0, 1)]",expected,expect,induce
222,102,8,1,14,adapting,"[(9148364968459358513, 0, 1)]",adapting,adapt,adjust
223,103,8,2,10,is considered,"[(9148364968459358513, 1, 2)]",considered,consider,consider
224,105,8,4,19,are studied,"[(9148364968459358513, 1, 2)]",studied,study,test
225,106,8,5,1,is assumed,"[(9148364968459358513, 1, 2)]",assumed,assume,include
226,106,8,5,16,implies,"[(9148364968459358513, 0, 1)]",implies,imply,imply
227,107,8,6,5,indicate,"[(9148364968459358513, 0, 1)]",indicate,indicate,indicate
228,107,8,6,20,induce,"[(9148364968459358513, 0, 1)]",induce,induce,induce
229,107,8,6,22,increased,"[(9148364968459358513, 0, 1)]",increased,increase,increase
230,108,8,7,5,therefore reconsidered taking,"[(9148364968459358513, 1, 2), (9148364968459358513, 1, 3), (9148364968459358513, 2, 3)]",taking,take,induce
231,109,8,8,4,is compared,"[(9148364968459358513, 1, 2)]",compared,compare,compare
232,110,8,9,4,considered,"[(9148364968459358513, 0, 1)]",considered,consider,consider
233,110,8,9,6,induce,"[(9148364968459358513, 0, 1)]",induce,induce,induce
234,111,8,10,4,generally leads,"[(9148364968459358513, 1, 2)]",leads,lead,induce
235,112,8,11,7,recommended,"[(9148364968459358513, 0, 1)]",recommended,recommend,recommend
236,115,8,14,14,is considered,"[(9148364968459358513, 1, 2)]",considered,consider,consider
237,115,8,14,1,has,"[(9148364968459358513, 0, 1)]",has,have,
238,115,8,14,20,leads,"[(9148364968459358513, 0, 1)]",leads,lead,induce
239,116,8,15,21,contains,"[(9148364968459358513, 0, 1)]",contains,contain,observe
240,116,8,15,29,authorized,"[(9148364968459358513, 0, 1)]",authorized,authorize,make
241,117,9,0,5,is recommended,"[(9148364968459358513, 1, 2)]",recommended,recommend,recommend
242,117,9,0,13,regarding,"[(9148364968459358513, 0, 1)]",regarding,regard,consider
243,117,9,0,17,repeated,"[(9148364968459358513, 0, 1)]",repeated,repeat,repeat
244,118,9,1,0,aim,"[(9148364968459358513, 0, 1)]",aim,aim,aim
245,118,9,1,3,investigated,"[(9148364968459358513, 0, 1)]",investigated,investigate,investigate
246,118,9,1,12,confirmed,"[(9148364968459358513, 0, 1)]",confirmed,confirm,confirm
247,118,9,1,18,repeated,"[(9148364968459358513, 0, 1)]",repeated,repeat,repeat
248,118,9,1,27,ve,"[(9148364968459358513, 0, 1)]",ve,ve,
249,119,9,2,3,conducted,"[(9148364968459358513, 0, 1)]",conducted,conduct,induce
250,119,9,2,13,dwelling,"[(9148364968459358513, 0, 1)]",dwelling,dwell,establish
251,119,9,2,15,aged,"[(9148364968459358513, 0, 1)]",aged,age,age
252,119,9,2,30,linking,"[(9148364968459358513, 0, 1)]",linking,link,associate
253,120,9,3,1,estimated ve using,"[(9148364968459358513, 0, 1), (9148364968459358513, 2, 3)]",using,use,use
254,121,9,4,1,assessed,"[(9148364968459358513, 0, 1)]",assessed,assess,evaluate
255,121,9,4,5,repeated,"[(9148364968459358513, 0, 1)]",repeated,repeat,repeat
256,121,9,4,8,stratifying,"[(9148364968459358513, 0, 1)]",stratifying,stratify,stratify
257,122,9,5,3,included,"[(9148364968459358513, 0, 1)]",included,include,include
258,122,9,5,27,vaccinated,"[(9148364968459358513, 0, 1)]",vaccinated,vaccinate,vaccinate
259,123,9,6,0,adjusted ve,"[(9148364968459358513, 0, 1), (9148364968459358513, 0, 2), (9148364968459358513, 1, 2)]",ve,ve,
260,123,9,6,5,confirmed,"[(9148364968459358513, 0, 1)]",confirmed,confirm,confirm
261,123,9,6,11,combined,"[(9148364968459358513, 0, 1)]",combined,combine,combine
262,124,9,7,2,were vaccinated,"[(9148364968459358513, 1, 2)]",vaccinated,vaccinate,vaccinate
263,124,9,7,10,had received,"[(9148364968459358513, 1, 2)]",received,receive,receive
264,124,9,7,39,had received,"[(9148364968459358513, 1, 2)]",received,receive,receive
265,124,9,7,20,had,"[(9148364968459358513, 0, 1)]",had,have,
266,124,9,7,24,ve,"[(9148364968459358513, 0, 1)]",ve,ve,
267,125,9,8,5,correcting,"[(9148364968459358513, 0, 1)]",correcting,correct,decline
268,126,9,9,5,vaccinated,"[(9148364968459358513, 0, 1)]",vaccinated,vaccinate,vaccinate
269,126,9,9,13,rose,"[(9148364968459358513, 0, 1)]",rose,rise,develop
270,126,9,9,16,increasing,"[(9148364968459358513, 0, 1)]",increasing,increase,increase
271,126,9,9,20,received,"[(9148364968459358513, 0, 1)]",received,receive,receive
272,127,9,10,3,ve appeared,"[(9148364968459358513, 1, 2)]",appeared,appear,appear
273,127,9,10,17,likely provides,"[(9148364968459358513, 1, 2)]",provides,provide,provide
274,127,9,10,8,increasing,"[(9148364968459358513, 0, 1)]",increasing,increase,increase
275,127,9,10,29,received,"[(9148364968459358513, 0, 1)]",received,receive,receive
276,129,10,1,2,analyzed,"[(9148364968459358513, 0, 1)]",analyzed,analyze,test
277,130,10,2,27,were included,"[(9148364968459358513, 1, 2)]",included,include,include
278,130,10,2,0,published,"[(9148364968459358513, 0, 1)]",published,publish,emerge
279,130,10,2,11,analyzing,"[(9148364968459358513, 0, 1)]",analyzing,analyze,test
280,130,10,2,18,randomized,"[(9148364968459358513, 0, 1)]",randomized,randomize,randomize
281,130,10,2,21,evaluating,"[(9148364968459358513, 0, 1)]",evaluating,evaluate,evaluate
282,131,10,3,1,searched,"[(9148364968459358513, 0, 1)]",searched,search,explore
283,131,10,3,10,published,"[(9148364968459358513, 0, 1)]",published,publish,emerge
284,131,10,3,12,evaluating,"[(9148364968459358513, 0, 1)]",evaluating,evaluate,evaluate
285,132,10,4,2,were published,"[(9148364968459358513, 1, 2)]",published,publish,emerge
286,132,10,4,0,selected,"[(9148364968459358513, 0, 1)]",selected,select,select
287,133,10,5,4,included,"[(9148364968459358513, 0, 1)]",included,include,include
288,133,10,5,7,confirmed,"[(9148364968459358513, 0, 1)]",confirmed,confirm,confirm
289,133,10,5,11,using,"[(9148364968459358513, 0, 1)]",using,use,use
290,134,10,6,2,detected,"[(9148364968459358513, 0, 1)]",detected,detect,detect
291,134,10,6,7,published,"[(9148364968459358513, 0, 1)]",published,publish,emerge
292,135,10,7,5,fulfilled,"[(9148364968459358513, 0, 1)]",fulfilled,fulfil,perform
293,136,10,8,21,were analyzed,"[(9148364968459358513, 1, 2)]",analyzed,analyze,test
294,136,10,8,2,selected,"[(9148364968459358513, 0, 1)]",selected,select,select
295,136,10,8,6,randomized,"[(9148364968459358513, 0, 1)]",randomized,randomize,randomize
296,137,10,9,6,were included,"[(9148364968459358513, 1, 2)]",included,include,include
297,138,10,10,39,aged,"[(9148364968459358513, 0, 1)]",aged,age,age
298,139,10,11,9,aged,"[(9148364968459358513, 0, 1)]",aged,age,age
299,140,10,12,33,was reported,"[(9148364968459358513, 1, 2)]",reported,report,report
300,140,10,12,3,neutralizing,"[(9148364968459358513, 0, 1)]",neutralizing,neutralize,neutralize
301,140,10,12,8,binding,"[(9148364968459358513, 0, 1)]",binding,bind,bind
302,141,10,13,13,receiving,"[(9148364968459358513, 0, 1)]",receiving,receive,receive
303,142,10,14,11,receiving,"[(9148364968459358513, 0, 1)]",receiving,receive,receive
304,142,10,14,30,receiving,"[(9148364968459358513, 0, 1)]",receiving,receive,receive
305,143,10,15,9,can provide,"[(9148364968459358513, 1, 2)]",provide,provide,provide
306,143,10,15,1,suggest,"[(9148364968459358513, 0, 1)]",suggest,suggest,induce
307,144,10,16,12,aged,"[(9148364968459358513, 0, 1)]",aged,age,age
308,145,10,17,2,will provide,"[(9148364968459358513, 1, 2)]",provide,provide,provide
309,145,10,17,5,integrated,"[(9148364968459358513, 0, 1)]",integrated,integrate,observe
310,147,11,1,0,using,"[(9148364968459358513, 0, 1)]",using,use,use
311,147,11,1,10,show,"[(9148364968459358513, 0, 1)]",show,show,show
312,147,11,1,22,followed,"[(9148364968459358513, 0, 1)]",followed,follow,follow
313,149,11,3,3,containing,"[(9148364968459358513, 0, 1)]",containing,contain,observe
314,149,11,3,16,including,"[(9148364968459358513, 0, 1)]",including,include,include
315,150,11,4,9,based,"[(9148364968459358513, 0, 1)]",based,base,base
316,151,11,5,4,well tolerated,"[(9148364968459358513, 1, 2)]",tolerated,tolerate,induce
317,151,11,5,15,priming,"[(9148364968459358513, 0, 1)]",priming,prim,prim
318,151,11,5,19,boosting,"[(9148364968459358513, 0, 1)]",boosting,boost,boost
319,152,11,6,10,boosting,"[(9148364968459358513, 0, 1)]",boosting,boost,boost
320,153,12,0,15,characterized,"[(9148364968459358513, 0, 1)]",characterized,characterize,characterize
321,154,12,1,15,has been hypothesized,"[(9148364968459358513, 2, 3)]",hypothesized,hypothesize,hypothesize
322,154,12,1,5,develop,"[(9148364968459358513, 0, 1)]",develop,develop,develop
323,154,12,1,11,associated,"[(9148364968459358513, 0, 1)]",associated,associate,associate
